IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.67.97.142,4,4,0.00,245.83,0.00
104.20.185.239,4,4,0.00,245.83,0.00
104.25.14.219,4,4,0.00,245.84,0.00
104.25.36.76,4,4,0.00,245.86,0.00
104.23.117.209,4,4,0.00,245.87,0.00
104.24.215.49,4,4,0.00,245.88,0.00
104.27.201.96,4,4,0.00,245.90,0.00
104.20.57.177,4,4,0.00,245.91,0.00
104.20.30.157,4,4,0.00,245.91,0.00
104.25.24.21,4,4,0.00,245.94,0.00
104.25.194.229,4,4,0.00,245.95,0.00
104.20.108.180,4,4,0.00,245.95,0.00
104.23.116.116,4,4,0.00,245.96,0.00
172.65.174.73,4,4,0.00,245.96,0.00
104.25.247.223,4,4,0.00,245.99,0.00
172.65.145.250,4,4,0.00,245.99,0.00
172.66.140.146,4,4,0.00,245.99,0.00
104.24.45.90,4,4,0.00,246.00,0.00
104.25.83.240,4,4,0.00,246.01,0.00
104.19.78.221,4,4,0.00,246.01,0.00
104.20.71.10,4,4,0.00,246.02,0.00
104.24.166.48,4,4,0.00,246.02,0.00
172.66.167.68,4,4,0.00,246.02,0.00
104.27.192.129,4,4,0.00,246.04,0.00
104.25.179.124,4,4,0.00,246.05,0.00
172.66.131.214,4,4,0.00,246.08,0.00
104.25.138.5,4,4,0.00,246.09,0.00
172.67.93.23,4,4,0.00,246.10,0.00
172.67.92.39,4,4,0.00,246.10,0.00
104.20.8.228,4,4,0.00,246.10,0.00
104.20.129.129,4,4,0.00,246.13,0.00
104.20.45.196,4,4,0.00,246.15,0.00
104.27.118.64,4,4,0.00,246.15,0.00
104.20.143.100,4,4,0.00,246.17,0.00
104.24.67.105,4,4,0.00,246.18,0.00
104.25.3.199,4,4,0.00,246.21,0.00
104.20.39.46,4,4,0.00,246.22,0.00
104.27.32.129,4,4,0.00,246.23,0.00
172.65.73.132,4,4,0.00,246.24,0.00
104.24.8.67,4,4,0.00,246.24,0.00
104.20.215.203,4,4,0.00,246.24,0.00
104.23.123.48,4,4,0.00,246.24,0.00
104.24.63.226,4,4,0.00,246.25,0.00
104.20.40.158,4,4,0.00,246.26,0.00
172.67.104.31,4,4,0.00,246.26,0.00
104.22.41.34,4,4,0.00,246.27,0.00
172.66.204.200,4,4,0.00,246.27,0.00
172.65.139.56,4,4,0.00,246.27,0.00
172.67.70.234,4,4,0.00,246.29,0.00
104.20.187.150,4,4,0.00,246.31,0.00
104.27.103.147,4,4,0.00,246.32,0.00
104.24.188.172,4,4,0.00,246.33,0.00
104.25.230.154,4,4,0.00,246.34,0.00
104.24.49.158,4,4,0.00,246.35,0.00
104.25.185.225,4,4,0.00,246.38,0.00
104.25.223.20,4,4,0.00,246.38,0.00
172.65.144.200,4,4,0.00,246.38,0.00
104.25.243.9,4,4,0.00,246.39,0.00
104.25.115.76,4,4,0.00,246.40,0.00
104.20.176.98,4,4,0.00,246.41,0.00
104.24.27.16,4,4,0.00,246.43,0.00
104.22.2.123,4,4,0.00,246.44,0.00
104.25.20.2,4,4,0.00,246.44,0.00
172.66.129.155,4,4,0.00,246.45,0.00
104.24.230.55,4,4,0.00,246.46,0.00
104.20.59.172,4,4,0.00,246.49,0.00
172.65.167.230,4,4,0.00,246.49,0.00
104.24.187.111,4,4,0.00,246.49,0.00
104.24.23.185,4,4,0.00,246.49,0.00
104.27.70.70,4,4,0.00,246.51,0.00
172.65.107.206,4,4,0.00,246.52,0.00
104.25.188.165,4,4,0.00,246.52,0.00
172.66.193.93,4,4,0.00,246.55,0.00
104.20.156.168,4,4,0.00,246.55,0.00
104.22.68.246,4,4,0.00,246.55,0.00
104.26.7.37,4,4,0.00,246.55,0.00
172.66.168.128,4,4,0.00,246.57,0.00
104.24.138.78,4,4,0.00,246.60,0.00
104.27.194.128,4,4,0.00,246.61,0.00
104.27.117.70,4,4,0.00,246.63,0.00
104.24.225.76,4,4,0.00,246.63,0.00
172.65.120.190,4,4,0.00,246.63,0.00
104.22.32.55,4,4,0.00,246.64,0.00
104.25.254.12,4,4,0.00,246.65,0.00
104.27.64.17,4,4,0.00,246.66,0.00
104.19.52.198,4,4,0.00,246.67,0.00
172.67.62.30,4,4,0.00,246.71,0.00
104.25.89.0,4,4,0.00,246.72,0.00
104.20.93.32,4,4,0.00,246.73,0.00
104.27.5.189,4,4,0.00,246.78,0.00
104.26.8.239,4,4,0.00,246.80,0.00
172.67.127.234,4,4,0.00,246.81,0.00
104.20.171.116,4,4,0.00,246.81,0.00
104.22.34.99,4,4,0.00,246.82,0.00
104.23.138.102,4,4,0.00,246.84,0.00
104.25.214.72,4,4,0.00,246.84,0.00
104.20.5.111,4,4,0.00,246.86,0.00
104.22.78.172,4,4,0.00,246.88,0.00
104.24.6.60,4,4,0.00,246.88,0.00
172.67.77.10,4,4,0.00,246.90,0.00
104.27.60.8,4,4,0.00,246.90,0.00
104.26.9.53,4,4,0.00,246.91,0.00
104.20.22.254,4,4,0.00,246.91,0.00
172.67.49.162,4,4,0.00,246.92,0.00
172.66.207.185,4,4,0.00,246.93,0.00
104.20.186.232,4,4,0.00,246.94,0.00
104.24.26.135,4,4,0.00,246.96,0.00
104.22.33.86,4,4,0.00,246.97,0.00
104.27.102.228,4,4,0.00,246.97,0.00
104.20.1.149,4,4,0.00,246.97,0.00
104.24.247.134,4,4,0.00,246.97,0.00
104.24.201.19,4,4,0.00,246.99,0.00
104.27.82.202,4,4,0.00,247.04,0.00
104.25.143.38,4,4,0.00,247.07,0.00
104.23.103.123,4,4,0.00,247.08,0.00
104.20.94.32,4,4,0.00,247.09,0.00
104.27.76.250,4,4,0.00,247.10,0.00
104.27.79.254,4,4,0.00,247.10,0.00
104.24.47.241,4,4,0.00,247.10,0.00
104.27.0.15,4,4,0.00,247.12,0.00
104.20.207.210,4,4,0.00,247.12,0.00
104.20.245.159,4,4,0.00,247.13,0.00
104.20.116.176,4,4,0.00,247.13,0.00
172.65.185.36,4,4,0.00,247.17,0.00
104.27.206.56,4,4,0.00,247.18,0.00
172.65.154.41,4,4,0.00,247.18,0.00
172.66.134.186,4,4,0.00,247.19,0.00
104.20.68.49,4,4,0.00,247.21,0.00
104.24.151.198,4,4,0.00,247.23,0.00
104.27.54.196,4,4,0.00,247.24,0.00
172.67.99.99,4,4,0.00,247.24,0.00
104.27.19.139,4,4,0.00,247.25,0.00
104.20.105.246,4,4,0.00,247.26,0.00
104.25.17.238,4,4,0.00,247.30,0.00
104.20.208.137,4,4,0.00,247.30,0.00
104.27.57.191,4,4,0.00,247.34,0.00
172.65.111.172,4,4,0.00,247.35,0.00
104.25.232.148,4,4,0.00,247.37,0.00
172.67.117.124,4,4,0.00,247.38,0.00
104.24.85.239,4,4,0.00,247.39,0.00
104.22.45.193,4,4,0.00,247.40,0.00
104.24.60.106,4,4,0.00,247.41,0.00
172.66.176.136,4,4,0.00,247.42,0.00
104.20.42.54,4,4,0.00,247.43,0.00
104.20.97.163,4,4,0.00,247.43,0.00
104.20.85.43,4,4,0.00,247.45,0.00
172.65.152.139,4,4,0.00,247.45,0.00
172.67.75.159,4,4,0.00,247.46,0.00
104.25.103.183,4,4,0.00,247.48,0.00
172.65.116.84,4,4,0.00,247.48,0.00
104.20.112.249,4,4,0.00,247.51,0.00
104.24.246.21,4,4,0.00,247.55,0.00
104.20.120.125,4,4,0.00,247.56,0.00
104.20.204.168,4,4,0.00,247.56,0.00
104.27.105.128,4,4,0.00,247.56,0.00
104.25.37.92,4,4,0.00,247.57,0.00
104.24.4.129,4,4,0.00,247.58,0.00
104.25.248.212,4,4,0.00,247.58,0.00
104.20.83.92,4,4,0.00,247.58,0.00
104.19.27.169,4,4,0.00,247.59,0.00
104.20.124.15,4,4,0.00,247.62,0.00
104.20.65.51,4,4,0.00,247.63,0.00
172.66.177.197,4,4,0.00,247.67,0.00
104.22.13.16,4,4,0.00,247.67,0.00
172.65.77.143,4,4,0.00,247.67,0.00
104.25.110.106,4,4,0.00,247.68,0.00
104.24.140.113,4,4,0.00,247.70,0.00
104.27.68.22,4,4,0.00,247.70,0.00
104.22.64.147,4,4,0.00,247.71,0.00
172.66.175.190,4,4,0.00,247.73,0.00
104.20.100.151,4,4,0.00,247.73,0.00
104.25.174.213,4,4,0.00,247.76,0.00
104.27.63.238,4,4,0.00,247.80,0.00
104.20.241.227,4,4,0.00,247.81,0.00
172.67.71.21,4,4,0.00,247.81,0.00
104.20.239.134,4,4,0.00,247.83,0.00
104.25.249.53,4,4,0.00,247.87,0.00
104.22.42.150,4,4,0.00,247.87,0.00
104.20.122.144,4,4,0.00,247.87,0.00
104.20.192.35,4,4,0.00,247.90,0.00
104.20.203.48,4,4,0.00,247.90,0.00
104.27.203.212,4,4,0.00,247.90,0.00
172.67.106.162,4,4,0.00,247.91,0.00
104.24.44.204,4,4,0.00,247.91,0.00
104.25.92.156,4,4,0.00,247.92,0.00
104.24.51.48,4,4,0.00,247.93,0.00
172.66.160.45,4,4,0.00,247.94,0.00
172.66.142.42,4,4,0.00,248.01,0.00
104.25.30.98,4,4,0.00,248.01,0.00
104.20.58.210,4,4,0.00,248.02,0.00
104.25.87.200,4,4,0.00,248.03,0.00
172.67.100.156,4,4,0.00,248.04,0.00
104.20.99.195,4,4,0.00,248.04,0.00
104.24.59.248,4,4,0.00,248.06,0.00
172.65.127.95,4,4,0.00,248.06,0.00
172.65.125.144,4,4,0.00,248.08,0.00
104.24.136.232,4,4,0.00,248.10,0.00
104.27.197.80,4,4,0.00,248.10,0.00
104.24.74.250,4,4,0.00,248.12,0.00
172.65.150.43,4,4,0.00,248.13,0.00
172.64.14.139,4,4,0.00,248.14,0.00
104.25.98.21,4,4,0.00,248.15,0.00
172.66.147.221,4,4,0.00,248.18,0.00
104.25.142.155,4,4,0.00,248.20,0.00
104.24.147.26,4,4,0.00,248.23,0.00
172.64.6.21,4,4,0.00,248.24,0.00
104.20.80.187,4,4,0.00,248.24,0.00
104.20.246.53,4,4,0.00,248.25,0.00
104.20.34.169,4,4,0.00,248.27,0.00
172.66.132.51,4,4,0.00,248.30,0.00
104.26.2.164,4,4,0.00,248.30,0.00
104.25.75.118,4,4,0.00,248.30,0.00
104.25.136.251,4,4,0.00,248.32,0.00
104.24.38.199,4,4,0.00,248.34,0.00
172.65.70.252,4,4,0.00,248.36,0.00
104.25.219.88,4,4,0.00,248.41,0.00
104.25.10.163,4,4,0.00,248.43,0.00
104.20.188.183,4,4,0.00,248.47,0.00
104.24.9.244,4,4,0.00,248.48,0.00
104.26.11.254,4,4,0.00,248.50,0.00
104.20.194.48,4,4,0.00,248.56,0.00
172.65.181.188,4,4,0.00,248.58,0.00
172.65.98.120,4,4,0.00,248.58,0.00
172.67.115.231,4,4,0.00,248.59,0.00
104.25.95.59,4,4,0.00,248.63,0.00
172.66.209.98,4,4,0.00,248.67,0.00
104.20.74.242,4,4,0.00,248.70,0.00
104.24.92.60,4,4,0.00,248.70,0.00
104.25.224.185,4,4,0.00,248.72,0.00
104.20.119.86,4,4,0.00,248.73,0.00
104.19.5.1,4,4,0.00,248.80,0.00
104.25.180.51,4,4,0.00,248.81,0.00
104.27.27.25,4,4,0.00,248.82,0.00
172.67.86.85,4,4,0.00,248.82,0.00
104.25.173.227,4,4,0.00,248.85,0.00
104.25.55.156,4,4,0.00,248.85,0.00
104.20.151.156,4,4,0.00,248.86,0.00
172.66.214.142,4,4,0.00,248.88,0.00
104.24.72.140,4,4,0.00,248.89,0.00
104.20.38.127,4,4,0.00,248.95,0.00
172.66.173.83,4,4,0.00,248.96,0.00
104.19.37.137,4,4,0.00,248.97,0.00
172.65.163.244,4,4,0.00,248.99,0.00
104.25.170.138,4,4,0.00,248.99,0.00
104.27.17.239,4,4,0.00,249.00,0.00
104.24.154.229,4,4,0.00,249.01,0.00
104.22.47.81,4,4,0.00,249.01,0.00
104.24.14.108,4,4,0.00,249.04,0.00
104.20.107.197,4,4,0.00,249.07,0.00
104.22.74.83,4,4,0.00,249.08,0.00
104.23.97.133,4,4,0.00,249.09,0.00
104.27.51.6,4,4,0.00,249.10,0.00
104.22.6.187,4,4,0.00,249.10,0.00
104.27.115.58,4,4,0.00,249.14,0.00
104.24.82.173,4,4,0.00,249.14,0.00
104.20.66.212,4,4,0.00,249.17,0.00
104.25.63.172,4,4,0.00,249.18,0.00
172.65.148.69,4,4,0.00,249.18,0.00
104.27.21.6,4,4,0.00,249.21,0.00
104.25.148.109,4,4,0.00,249.22,0.00
104.20.227.217,4,4,0.00,249.27,0.00
104.24.130.237,4,4,0.00,249.27,0.00
104.24.153.125,4,4,0.00,249.28,0.00
172.66.152.96,4,4,0.00,249.28,0.00
104.27.11.134,4,4,0.00,249.29,0.00
172.67.55.169,4,4,0.00,249.31,0.00
104.25.238.162,4,4,0.00,249.35,0.00
104.27.15.22,4,4,0.00,249.36,0.00
172.67.81.133,4,4,0.00,249.37,0.00
104.24.68.83,4,4,0.00,249.39,0.00
104.24.179.36,4,4,0.00,249.43,0.00
104.25.233.42,4,4,0.00,249.44,0.00
104.24.24.171,4,4,0.00,249.45,0.00
104.24.199.28,4,4,0.00,249.46,0.00
104.25.61.67,4,4,0.00,249.46,0.00
172.67.56.153,4,4,0.00,249.47,0.00
104.20.52.168,4,4,0.00,249.50,0.00
104.25.202.249,4,4,0.00,249.54,0.00
104.25.171.115,4,4,0.00,249.54,0.00
104.24.43.24,4,4,0.00,249.56,0.00
172.67.103.238,4,4,0.00,249.58,0.00
172.65.76.15,4,4,0.00,249.59,0.00
104.25.167.30,4,4,0.00,249.69,0.00
172.65.104.62,4,4,0.00,249.70,0.00
172.66.196.245,4,4,0.00,249.70,0.00
104.27.2.215,4,4,0.00,249.74,0.00
104.24.189.104,4,4,0.00,249.74,0.00
104.22.12.93,4,4,0.00,249.76,0.00
172.67.120.249,4,4,0.00,249.77,0.00
104.23.126.176,4,4,0.00,249.77,0.00
104.25.9.62,4,4,0.00,249.78,0.00
104.24.34.103,4,4,0.00,249.80,0.00
104.25.47.19,4,4,0.00,249.83,0.00
104.20.244.130,4,4,0.00,249.83,0.00
104.27.22.109,4,4,0.00,249.85,0.00
104.27.112.24,4,4,0.00,249.85,0.00
172.65.191.57,4,4,0.00,249.85,0.00
104.24.39.43,4,4,0.00,249.88,0.00
104.24.144.117,4,4,0.00,249.88,0.00
172.65.161.251,4,4,0.00,249.93,0.00
104.22.75.114,4,4,0.00,249.95,0.00
104.20.55.77,4,4,0.00,249.95,0.00
104.20.248.10,4,4,0.00,249.96,0.00
104.25.84.124,4,4,0.00,249.97,0.00
104.25.42.231,4,4,0.00,249.98,0.00
104.22.39.152,4,4,0.00,250.03,0.00
104.24.232.171,4,4,0.00,250.04,0.00
172.66.174.63,4,4,0.00,250.07,0.00
104.19.93.46,4,4,0.00,250.09,0.00
172.66.192.39,4,4,0.00,250.09,0.00
104.24.190.181,4,4,0.00,250.11,0.00
104.20.117.135,4,4,0.00,250.16,0.00
104.27.13.4,4,4,0.00,250.24,0.00
172.65.173.112,4,4,0.00,250.25,0.00
104.20.111.156,4,4,0.00,250.28,0.00
104.25.166.140,4,4,0.00,250.29,0.00
104.24.238.145,4,4,0.00,250.29,0.00
104.20.131.225,4,4,0.00,250.30,0.00
104.25.134.41,4,4,0.00,250.31,0.00
104.20.76.20,4,4,0.00,250.34,0.00
104.24.79.95,4,4,0.00,250.35,0.00
104.20.86.79,4,4,0.00,250.37,0.00
104.20.21.234,4,4,0.00,250.38,0.00
172.65.151.216,4,4,0.00,250.42,0.00
172.66.165.149,4,4,0.00,250.46,0.00
104.25.246.41,4,4,0.00,250.50,0.00
104.20.232.90,4,4,0.00,250.50,0.00
104.23.130.123,4,4,0.00,250.58,0.00
104.24.86.29,4,4,0.00,250.59,0.00
104.20.104.141,4,4,0.00,250.62,0.00
104.25.22.196,4,4,0.00,250.63,0.00
104.25.21.6,4,4,0.00,250.63,0.00
104.20.4.54,4,4,0.00,250.65,0.00
104.25.33.152,4,4,0.00,250.67,0.00
172.65.164.216,4,4,0.00,250.68,0.00
104.20.130.76,4,4,0.00,250.75,0.00
104.20.234.134,4,4,0.00,250.75,0.00
104.24.61.231,4,4,0.00,250.78,0.00
172.66.169.223,4,4,0.00,250.85,0.00
104.24.95.173,4,4,0.00,250.85,0.00
104.25.145.253,4,4,0.00,250.85,0.00
104.25.181.35,4,4,0.00,250.87,0.00
104.25.149.66,4,4,0.00,250.88,0.00
104.25.120.67,4,4,0.00,250.90,0.00
104.27.122.248,4,4,0.00,250.93,0.00
104.25.1.95,4,4,0.00,250.95,0.00
172.67.59.238,4,4,0.00,251.02,0.00
104.27.67.201,4,4,0.00,251.03,0.00
104.20.138.105,4,4,0.00,251.04,0.00
172.67.119.206,4,4,0.00,251.06,0.00
104.27.92.199,4,4,0.00,251.07,0.00
104.24.93.74,4,4,0.00,251.11,0.00
172.65.153.207,4,4,0.00,251.12,0.00
104.24.245.66,4,4,0.00,251.13,0.00
104.24.41.22,4,4,0.00,251.13,0.00
104.20.127.225,4,4,0.00,251.16,0.00
104.25.29.154,4,4,0.00,251.19,0.00
104.24.180.230,4,4,0.00,251.21,0.00
172.66.163.191,4,4,0.00,251.21,0.00
104.27.119.89,4,4,0.00,251.22,0.00
104.27.33.229,4,4,0.00,251.22,0.00
104.24.32.197,4,4,0.00,251.29,0.00
162.159.83.231,4,4,0.00,251.29,0.00
104.25.141.0,4,4,0.00,251.31,0.00
172.67.79.175,4,4,0.00,251.33,0.00
172.65.124.85,4,4,0.00,251.36,0.00
104.27.125.136,4,4,0.00,251.39,0.00
104.24.16.167,4,4,0.00,251.45,0.00
172.67.113.176,4,4,0.00,251.46,0.00
104.27.49.75,4,4,0.00,251.47,0.00
104.27.71.1,4,4,0.00,251.50,0.00
172.65.112.34,4,4,0.00,251.52,0.00
104.20.190.2,4,4,0.00,251.55,0.00
172.65.175.208,4,4,0.00,251.56,0.00
172.65.178.153,4,4,0.00,251.56,0.00
104.25.52.245,4,4,0.00,251.56,0.00
104.25.48.165,4,4,0.00,251.59,0.00
104.20.81.166,4,4,0.00,251.59,0.00
104.24.250.219,4,4,0.00,251.60,0.00
104.19.17.133,4,4,0.00,251.65,0.00
172.66.156.146,4,4,0.00,251.68,0.00
172.65.123.19,4,4,0.00,251.73,0.00
104.20.243.27,4,4,0.00,251.74,0.00
172.66.217.234,4,4,0.00,251.78,0.00
104.20.213.120,4,4,0.00,251.79,0.00
104.27.20.130,4,4,0.00,251.79,0.00
104.24.31.243,4,4,0.00,251.81,0.00
104.20.67.234,4,4,0.00,251.81,0.00
104.24.76.63,4,4,0.00,251.87,0.00
162.159.42.88,4,4,0.00,251.90,0.00
104.24.242.246,4,4,0.00,251.92,0.00
104.20.199.86,4,4,0.00,251.94,0.00
104.20.11.190,4,4,0.00,251.94,0.00
104.20.180.54,4,4,0.00,251.95,0.00
104.22.14.238,4,4,0.00,251.99,0.00
104.25.125.144,4,4,0.00,251.99,0.00
104.24.231.105,4,4,0.00,252.00,0.00
104.25.162.162,4,4,0.00,252.01,0.00
104.20.177.158,4,4,0.00,252.03,0.00
104.23.108.158,4,4,0.00,252.03,0.00
172.65.79.182,4,4,0.00,252.04,0.00
172.65.140.28,4,4,0.00,252.08,0.00
104.24.248.71,4,4,0.00,252.09,0.00
104.27.110.249,4,4,0.00,252.11,0.00
104.25.157.63,4,4,0.00,252.17,0.00
104.27.80.13,4,4,0.00,252.20,0.00
104.24.64.216,4,4,0.00,252.21,0.00
104.25.235.145,4,4,0.00,252.22,0.00
104.25.231.46,4,4,0.00,252.24,0.00
104.20.168.213,4,4,0.00,252.25,0.00
104.20.62.82,4,4,0.00,252.25,0.00
104.20.78.111,4,4,0.00,252.26,0.00
104.27.36.168,4,4,0.00,252.27,0.00
104.27.28.231,4,4,0.00,252.27,0.00
104.23.119.70,4,4,0.00,252.28,0.00
104.23.120.55,4,4,0.00,252.30,0.00
104.25.160.58,4,4,0.00,252.30,0.00
172.64.3.54,4,4,0.00,252.36,0.00
172.65.155.178,4,4,0.00,252.39,0.00
104.27.47.244,4,4,0.00,252.40,0.00
104.25.217.60,4,4,0.00,252.41,0.00
104.24.209.185,4,4,0.00,252.41,0.00
104.20.221.162,4,4,0.00,252.46,0.00
104.25.50.120,4,4,0.00,252.46,0.00
104.27.65.34,4,4,0.00,252.48,0.00
104.22.44.233,4,4,0.00,252.49,0.00
104.25.168.0,4,4,0.00,252.55,0.00
104.27.120.231,4,4,0.00,252.55,0.00
104.20.0.52,4,4,0.00,252.63,0.00
104.26.10.107,4,4,0.00,252.67,0.00
104.23.105.68,4,4,0.00,252.67,0.00
104.24.164.218,4,4,0.00,252.69,0.00
104.20.252.94,4,4,0.00,252.69,0.00
104.23.110.26,4,4,0.00,252.70,0.00
172.66.148.3,4,4,0.00,252.75,0.00
104.19.115.137,4,4,0.00,252.80,0.00
104.20.149.247,4,4,0.00,252.84,0.00
104.27.50.245,4,4,0.00,252.85,0.00
104.25.172.64,4,4,0.00,252.86,0.00
104.20.220.151,4,4,0.00,252.89,0.00
104.25.93.223,4,4,0.00,252.91,0.00
104.24.128.142,4,4,0.00,253.00,0.00
104.25.146.89,4,4,0.00,253.03,0.00
104.20.19.61,4,4,0.00,253.04,0.00
172.67.111.110,4,4,0.00,253.06,0.00
172.66.172.149,4,4,0.00,253.06,0.00
104.23.133.31,4,4,0.00,253.07,0.00
104.27.97.136,4,4,0.00,253.09,0.00
104.27.100.8,4,4,0.00,253.09,0.00
104.25.176.207,4,4,0.00,253.15,0.00
104.25.77.35,4,4,0.00,253.20,0.00
104.24.19.203,4,4,0.00,253.22,0.00
104.27.195.152,4,4,0.00,253.24,0.00
104.24.251.18,4,4,0.00,253.27,0.00
104.20.201.91,4,4,0.00,253.28,0.00
104.25.155.15,4,4,0.00,253.29,0.00
104.19.99.198,4,4,0.00,253.32,0.00
172.67.73.77,4,4,0.00,253.39,0.00
104.24.206.111,4,4,0.00,253.40,0.00
172.64.10.147,4,4,0.00,253.40,0.00
172.67.84.32,4,4,0.00,253.52,0.00
104.24.175.246,4,4,0.00,253.54,0.00
104.25.229.207,4,4,0.00,253.57,0.00
104.27.98.47,4,4,0.00,253.61,0.00
104.20.95.2,4,4,0.00,253.72,0.00
104.24.0.112,4,4,0.00,253.73,0.00
104.20.209.76,4,4,0.00,253.75,0.00
104.24.249.170,4,4,0.00,253.84,0.00
104.20.89.161,4,4,0.00,253.85,0.00
172.66.139.249,4,4,0.00,254.00,0.00
104.20.150.25,4,4,0.00,254.03,0.00
104.25.34.228,4,4,0.00,254.05,0.00
172.67.116.58,4,4,0.00,254.16,0.00
104.23.101.247,4,4,0.00,254.19,0.00
198.41.212.45,4,4,0.00,254.22,0.00
104.23.134.149,4,4,0.00,254.23,0.00
104.19.28.146,4,4,0.00,254.31,0.00
104.20.41.200,4,4,0.00,254.31,0.00
104.20.53.176,4,4,0.00,254.34,0.00
104.24.176.138,4,4,0.00,254.35,0.00
172.65.168.232,4,4,0.00,254.42,0.00
104.24.213.7,4,4,0.00,254.65,0.00
104.24.214.101,4,4,0.00,254.65,0.00
104.19.72.15,4,4,0.00,254.71,0.00
104.22.69.92,4,4,0.00,254.71,0.00
172.64.7.220,4,4,0.00,254.75,0.00
104.25.163.238,4,4,0.00,254.94,0.00
172.65.147.234,4,4,0.00,254.94,0.00
104.25.57.126,4,4,0.00,255.02,0.00
104.22.7.112,4,4,0.00,255.07,0.00
104.23.142.145,4,4,0.00,255.13,0.00
104.25.62.144,4,4,0.00,255.15,0.00
104.24.2.56,4,4,0.00,255.18,0.00
104.25.16.195,4,4,0.00,255.19,0.00
172.67.108.50,4,4,0.00,255.21,0.00
172.64.15.119,4,4,0.00,255.22,0.00
104.27.42.9,4,4,0.00,255.28,0.00
172.67.83.252,4,4,0.00,255.29,0.00
104.20.2.132,4,4,0.00,255.30,0.00
104.20.182.105,4,4,0.00,255.32,0.00
104.20.206.181,4,4,0.00,255.32,0.00
172.65.99.123,4,4,0.00,255.48,0.00
104.25.227.99,4,4,0.00,255.49,0.00
104.25.19.196,4,4,0.00,255.60,0.00
172.64.12.84,4,4,0.00,255.71,0.00
104.25.8.191,4,4,0.00,255.85,0.00
172.64.2.193,4,4,0.00,256.00,0.00
172.64.1.131,4,4,0.00,256.07,0.00
104.25.252.29,4,4,0.00,256.14,0.00
172.64.8.235,4,4,0.00,256.30,0.00
141.101.113.44,4,4,0.00,256.40,0.00
172.65.67.163,4,4,0.00,256.43,0.00
104.24.222.46,4,4,0.00,256.49,0.00
162.159.43.117,4,4,0.00,256.55,0.00
104.19.10.211,4,4,0.00,256.60,0.00
104.22.9.119,4,4,0.00,256.63,0.00
104.24.223.47,4,4,0.00,256.63,0.00
172.67.61.219,4,4,0.00,256.65,0.00
172.65.130.219,4,4,0.00,256.85,0.00
104.25.118.239,4,4,0.00,257.30,0.00
104.27.29.181,4,4,0.00,257.32,0.00
104.19.32.246,4,4,0.00,257.38,0.00
104.24.165.131,4,4,0.00,257.39,0.00
104.24.194.53,4,4,0.00,257.45,0.00
172.64.4.160,4,4,0.00,257.46,0.00
172.66.154.218,4,4,0.00,257.56,0.00
104.20.37.213,4,4,0.00,257.60,0.00
104.25.5.14,4,4,0.00,257.61,0.00
172.65.132.66,4,4,0.00,257.65,0.00
172.67.64.220,4,4,0.00,257.70,0.00
104.19.2.236,4,4,0.00,257.81,0.00
104.19.100.184,4,4,0.00,257.82,0.00
172.66.215.228,4,4,0.00,257.96,0.00
104.20.212.6,4,4,0.00,258.03,0.00
104.24.208.211,4,4,0.00,258.32,0.00
104.19.13.159,4,4,0.00,258.47,0.00
172.64.11.231,4,4,0.00,258.73,0.00
104.20.148.110,4,4,0.00,258.76,0.00
172.64.0.120,4,4,0.00,258.77,0.00
104.19.40.170,4,4,0.00,258.79,0.00
104.24.18.3,4,4,0.00,259.05,0.00
104.20.77.236,4,4,0.00,259.09,0.00
104.27.56.207,4,4,0.00,259.34,0.00
172.65.142.19,4,4,0.00,259.48,0.00
104.24.158.23,4,4,0.00,259.70,0.00
104.23.128.37,4,4,0.00,259.71,0.00
172.66.206.80,4,4,0.00,259.81,0.00
104.20.170.183,4,4,0.00,259.88,0.00
172.66.159.244,4,4,0.00,259.94,0.00
172.67.123.91,4,4,0.00,260.07,0.00
104.20.32.81,4,4,0.00,260.26,0.00
104.19.44.146,4,4,0.00,260.28,0.00
104.19.0.15,4,4,0.00,260.81,0.00
104.25.69.8,4,4,0.00,260.82,0.00
104.25.207.67,4,4,0.00,260.82,0.00
104.19.84.174,4,4,0.00,260.87,0.00
104.24.254.228,4,4,0.00,260.98,0.00
172.65.136.33,4,4,0.00,260.99,0.00
104.22.73.212,4,4,0.00,261.09,0.00
104.20.240.232,4,4,0.00,261.22,0.00
104.24.174.103,4,4,0.00,261.45,0.00
104.20.126.54,4,4,0.00,261.52,0.00
104.19.89.76,4,4,0.00,261.54,0.00
104.19.47.101,4,4,0.00,261.79,0.00
104.22.46.253,4,4,0.00,261.89,0.00
104.19.83.5,4,4,0.00,262.08,0.00
104.19.34.41,4,4,0.00,262.16,0.00
104.24.252.16,4,4,0.00,262.38,0.00
104.19.95.71,4,4,0.00,262.44,0.00
104.25.32.28,4,4,0.00,262.47,0.00
104.19.66.232,4,4,0.00,262.50,0.00
104.25.105.110,4,4,0.00,262.62,0.00
104.24.150.246,4,4,0.00,262.65,0.00
172.66.138.101,4,4,0.00,262.86,0.00
104.24.217.231,4,4,0.00,263.00,0.00
172.65.66.89,4,4,0.00,263.62,0.00
104.19.126.171,4,4,0.00,263.62,0.00
104.24.36.246,4,4,0.00,263.79,0.00
104.23.124.108,4,4,0.00,263.91,0.00
104.25.201.96,4,4,0.00,264.08,0.00
104.25.151.199,4,4,0.00,264.82,0.00
